,CustomerID,Amount,Frequency,Recency,Cluster_Id
776,13376.0,1019.76,53,98,0
777,13379.0,572.56,97,25,0
778,13381.0,3639.31,172,31,0
779,13382.0,222.99,15,280,1
780,13384.0,4151.93,152,30,0
781,13385.0,534.57,35,329,1
782,13388.0,677.1,35,130,0
783,13389.0,797.96,51,10,0
784,13390.0,544.08,13,74,0
785,13391.0,59.8,1,203,1
786,13394.0,2520.02,155,1,0
787,13395.0,307.72,21,184,1
788,13396.0,1360.99,43,28,0
789,13397.0,1544.13,38,72,0
790,13398.0,457.34,26,191,1
791,13402.0,621.23,39,126,0
792,13403.0,75.0,3,17,0
793,13404.0,252.49,11,0,0
794,13405.0,572.451,27,73,0
795,13408.0,28117.04,478,1,0
796,13410.0,1003.06,28,23,0
797,13411.0,213.55,18,106,0
798,13414.0,1390.5,24,133,0
799,13416.0,712.5,19,43,0
800,13417.0,640.83,28,4,0
801,13418.0,6127.43,304,11,0
802,13419.0,221.06,16,63,0
803,13420.0,159.85,8,149,1
804,13421.0,1851.08,104,39,0
805,13422.0,2626.3,127,63,0
806,13425.0,1624.21,78,107,0
807,13426.0,3641.32,157,0,0
808,13427.0,582.6,29,18,0
809,13428.0,218.47,74,9,0
810,13429.0,1006.8,67,10,0
811,13430.0,679.45,49,18,0
812,13431.0,1269.1,46,66,0
813,13434.0,534.24,10,73,0
814,13435.0,3809.8900000000003,101,4,0
815,13436.0,196.89,12,1,0
816,13437.0,3408.06,167,13,0
817,13439.0,283.71,54,254,1
818,13441.0,296.64,13,91,0
819,13447.0,1129.14,59,22,0
820,13448.0,3539.37,195,16,0
821,13449.0,291.88,19,23,0
822,13450.0,2043.7199999999998,71,26,0
823,13451.0,2976.15,443,25,0
824,13452.0,590.0,2,258,1
825,13453.0,356.97999999999996,17,165,1
826,13455.0,1058.34,46,24,0
827,13456.0,1766.72,63,17,0
828,13458.0,9646.57,382,6,0
829,13460.0,183.44,17,28,0
830,13461.0,1445.0,27,38,0
831,13462.0,151.5,9,252,1
832,13464.0,674.68,41,57,0
833,13466.0,307.9,17,183,1
834,13467.0,1083.71,99,10,0
835,13468.0,5704.97,302,1,0
836,13470.0,165.0,10,98,0
837,13471.0,2531.58,260,0,0
838,13473.0,422.64,21,60,0
839,13474.0,229.59,64,235,1
840,13475.0,1431.78,86,190,1
841,13476.0,1238.47,58,178,1
842,13477.0,1454.58,79,37,0
843,13479.0,300.95,15,200,1
844,13481.0,1804.56,109,45,0
845,13482.0,184.64,11,231,1
846,13483.0,140.34,10,65,0
847,13484.0,313.8,8,240,1
848,13485.0,454.24,23,232,1
849,13486.0,1122.41,69,77,0
850,13487.0,575.4,34,57,0
851,13488.0,8968.31,422,16,0
852,13489.0,449.52,14,104,0
853,13491.0,1215.82,86,51,0
854,13492.0,1269.84,50,135,0
855,13493.0,618.63,8,274,1
856,13494.0,316.26000000000005,18,311,1
857,13495.0,2044.8700000000001,48,7,0
858,13496.0,653.33,35,10,0
859,13497.0,348.05,19,282,1
860,13499.0,1159.11,42,17,0
861,13500.0,1166.77,65,22,0
862,13501.0,1340.32,52,287,1
863,13502.0,292.0,18,16,0
864,13503.0,216.85,17,70,0
865,13504.0,295.93,22,63,0
866,13505.0,4393.63,215,72,0
867,13506.0,458.52,26,315,1
868,13507.0,2479.16,162,2,0
869,13508.0,110.97,12,243,1
870,13509.0,979.72,44,8,0
871,13510.0,1791.56,115,0,0
872,13512.0,251.21,15,260,1
873,13513.0,205.1,10,126,0
874,13514.0,152.20000000000002,4,73,0
875,13515.0,891.12,59,72,0
876,13516.0,1389.41,44,20,0
877,13517.0,2128.42,141,59,0
878,13518.0,659.4399999999999,38,85,0
879,13519.0,122.75,8,77,0
880,13520.0,3624.35,93,58,0
881,13521.0,1093.65,436,0,0
882,13522.0,125.80000000000001,5,29,0
883,13523.0,3964.88,172,32,0
884,13524.0,680.1800000000001,27,40,0
885,13525.0,628.78,6,14,0
886,13527.0,2287.51,223,33,0
887,13529.0,307.76,15,78,0
888,13531.0,483.8,22,204,1
889,13532.0,210.31,66,33,0
890,13533.0,270.79,76,182,1
891,13534.0,5870.08,296,1,0
892,13536.0,3448.29,179,0,0
893,13538.0,1280.85,25,42,0
894,13539.0,631.34,37,85,0
895,13544.0,291.41,87,39,0
896,13546.0,626.99,98,11,0
897,13548.0,682.41,124,95,0
898,13549.0,918.2,51,25,0
899,13551.0,91.80000000000001,4,318,1
900,13552.0,3740.07,109,65,0
901,13555.0,4149.28,136,73,0
902,13557.0,584.06,34,27,0
903,13558.0,605.06,175,5,0
904,13560.0,174.37,33,6,0
905,13561.0,141.85999999999999,14,215,1
906,13562.0,1799.33,82,81,0
907,13563.0,777.53,49,83,0
908,13564.0,1749.02,83,143,0
909,13565.0,240.22,38,18,0
910,13566.0,874.71,176,40,0
911,13568.0,192.85,44,172,1
912,13569.0,373.75,85,16,0
913,13570.0,239.49,27,242,1
914,13571.0,2092.32,341,12,0
915,13572.0,1384.25,33,205,1
916,13573.0,294.4,26,49,0
917,13575.0,732.0699999999999,46,22,0
918,13576.0,6717.34,126,9,0
919,13577.0,1687.6000000000001,83,24,0
920,13579.0,467.04,23,14,0
921,13581.0,118.0,10,308,1
922,13583.0,781.03,53,155,1
923,13584.0,142.4,24,306,1
924,13587.0,712.4,8,63,0
925,13588.0,2478.95,174,15,0
926,13589.0,379.65,21,14,0
927,13590.0,1981.92,87,10,0
928,13591.0,1117.13,58,64,0
929,13592.0,247.95999999999998,16,35,0
930,13593.0,2037.0800000000002,128,107,0
931,13594.0,396.97,26,52,0
932,13596.0,697.04,166,5,0
933,13598.0,180.17000000000002,40,46,0
934,13599.0,5153.67,247,0,0
935,13600.0,219.52,19,311,1
936,13601.0,693.32,99,44,0
937,13602.0,428.89,23,64,0
938,13603.0,164.34,27,25,0
939,13606.0,280.53999999999996,43,28,0
940,13607.0,678.01,98,39,0
941,13610.0,1131.88,226,11,0
942,13611.0,1171.8,74,88,0
943,13614.0,1610.46,201,23,0
944,13615.0,417.69,23,318,1
945,13617.0,544.18,44,39,0
946,13618.0,177.34,13,173,1
947,13621.0,213.85,19,116,0
948,13623.0,747.78,81,30,0
949,13626.0,257.23,19,252,1
950,13627.0,1638.47,92,58,0
951,13629.0,7792.36,59,22,0
952,13630.0,2031.78,71,4,0
953,13631.0,3070.42,11,99,0
954,13632.0,2121.27,146,24,0
955,13634.0,1575.16,188,32,0
956,13635.0,1071.03,62,67,0
957,13636.0,949.12,63,36,0
958,13637.0,810.5,101,51,0
959,13638.0,122.64,8,15,0
960,13639.0,1033.34,40,73,0
961,13642.0,354.8,66,215,1
962,13643.0,519.44,28,30,0
963,13644.0,2624.26,146,15,0
964,13645.0,252.1,5,119,0
965,13647.0,1678.1200000000001,79,9,0
966,13649.0,346.6,23,256,1
967,13650.0,1836.34,96,16,0
968,13651.0,94.2,6,34,0
969,13652.0,1095.08,63,45,0
970,13654.0,2707.33,166,42,0
971,13655.0,932.97,56,113,0
972,13656.0,379.65,49,164,1
973,13657.0,382.14,16,10,0
974,13658.0,2639.17,108,9,0
975,13659.0,1573.2,104,205,1
976,13662.0,897.76,53,85,0
977,13663.0,189.47,13,178,1
978,13666.0,84.65,12,59,0
979,13667.0,305.02,87,148,1
980,13668.0,6363.59,470,2,0
981,13669.0,218.55,9,50,0
982,13670.0,349.7,25,74,0
983,13672.0,186.39000000000001,6,300,1
984,13673.0,396.92,65,18,0
985,13675.0,486.82000000000005,25,150,1
986,13678.0,232.6,16,151,1
987,13680.0,3722.42,195,0,0
988,13681.0,827.83,57,17,0
989,13682.0,59.5,3,186,1
990,13684.0,67.23,30,285,1
991,13685.0,3119.44,39,2,0
992,13686.0,72.0,8,182,1
993,13689.0,910.0,6,62,0
994,13690.0,172.25,9,58,0
995,13692.0,1488.32,53,24,0
996,13694.0,65039.62,568,3,0
997,13695.0,2504.13,90,30,0
998,13697.0,151.29999999999998,12,38,0
999,13699.0,308.58000000000004,14,154,1
1000,13700.0,2265.12,197,25,0
1001,13703.0,99.5,1,317,1
1002,13704.0,2308.06,134,4,0
1003,13705.0,711.86,28,7,0
1004,13706.0,330.79,20,302,1
1005,13707.0,806.41,48,266,1
1006,13708.0,296.88,51,270,1
1007,13709.0,6328.05,336,3,0
1008,13710.0,180.48,8,31,0
1009,13711.0,252.06,13,218,1
1010,13712.0,228.84,10,246,1
1011,13715.0,1079.34,105,280,1
1012,13716.0,138.28,21,268,1
1013,13717.0,1445.01,102,31,0
1014,13718.0,306.55,12,245,1
1015,13719.0,1041.68,60,14,0
1016,13720.0,799.9,43,116,0
1017,13721.0,524.14,28,35,0
1018,13722.0,2375.41,85,131,0
1019,13723.0,199.85000000000002,6,216,1
1020,13725.0,1980.56,104,49,0
1021,13726.0,1079.6599999999999,42,38,0
1022,13727.0,333.48,20,28,0
1023,13728.0,1016.14,63,36,0
1024,13730.0,752.6,43,135,0
1025,13731.0,610.59,38,218,1
1026,13732.0,491.86,33,27,0
1027,13735.0,2885.2400000000002,196,24,0
1028,13736.0,731.9,191,4,0
1029,13737.0,339.59999999999997,30,199,1
1030,13739.0,216.9,3,17,0
1031,13740.0,350.75,23,240,1
1032,13741.0,668.4300000000001,34,71,0
1033,13742.0,3131.02,321,16,0
1034,13743.0,1341.6,41,2,0
1035,13744.0,1156.36,72,94,0
1036,13745.0,300.04,25,161,1
1037,13747.0,79.6,1,373,1
1038,13748.0,948.25,28,95,0
1039,13750.0,1647.26,24,53,0
1040,13751.0,296.25,9,287,1
1041,13752.0,1186.28,76,123,0
1042,13753.0,741.26,35,287,1
1043,13754.0,282.59999999999997,12,151,1
1044,13755.0,2161.35,342,3,0
1045,13756.0,5189.52,142,1,0
1046,13758.0,3190.55,117,11,0
1047,13759.0,659.4100000000001,25,32,0
1048,13760.0,286.79,57,53,0
1049,13761.0,1070.65,70,49,0
1050,13762.0,306.72,7,218,1
1051,13763.0,1714.96,15,62,0
1052,13764.0,1521.76,208,70,0
1053,13767.0,17220.36,368,1,0
1054,13769.0,2796.51,135,1,0
1055,13771.0,2634.45,119,63,0
1056,13772.0,1132.13,177,33,0
1057,13774.0,345.0,22,81,0
1058,13777.0,25977.16,197,0,0
1059,13778.0,178.7,9,102,0
1060,13780.0,360.01,57,6,0
1061,13781.0,127.84,17,250,1
1062,13782.0,912.0,115,12,0
1063,13784.0,2462.79,31,9,0
1064,13786.0,230.39999999999998,7,366,1
1065,13787.0,309.04,31,75,0
1066,13790.0,348.8,45,3,0
1067,13791.0,1516.0,11,127,0
1068,13792.0,195.55,13,65,0
1069,13798.0,37153.85,349,0,0
1070,13799.0,688.86,39,116,0
1071,13800.0,558.32,33,309,1
1072,13801.0,324.8,23,66,0
1073,13802.0,4599.42,60,138,0
1074,13803.0,277.07,17,254,1
1075,13804.0,2635.79,137,30,0
1076,13805.0,924.6,13,51,0
1077,13806.0,256.38,10,63,0
1078,13807.0,112.6,7,366,1
1079,13808.0,1747.66,76,5,0
1080,13809.0,155.05,12,304,1
1081,13810.0,1499.01,35,28,0
1082,13811.0,814.5,13,183,1
1083,13812.0,539.0,36,41,0
1084,13813.0,1366.8600000000001,69,39,0
1085,13814.0,1579.12,57,91,0
1086,13815.0,4027.36,176,21,0
1087,13816.0,571.6700000000001,28,23,0
1088,13817.0,382.98,24,28,0
1089,13819.0,1140.35,36,301,1
1090,13821.0,385.64,59,144,1
1091,13822.0,632.0,96,5,0
1092,13823.0,957.66,40,18,0
1093,13824.0,1698.94,46,32,0
1094,13826.0,189.5,10,175,1
1095,13827.0,412.05,93,57,0
1096,13828.0,209.49,15,21,0
1097,13831.0,2202.99,74,15,0
1098,13832.0,52.199999999999996,3,18,0
1099,13833.0,384.8,29,158,1
1100,13835.0,834.57,55,24,0
1101,13837.0,271.24,19,211,1
1102,13838.0,691.73,174,5,0
1103,13841.0,85.0,1,252,1
1104,13842.0,3385.62,206,58,0
1105,13844.0,361.62,20,10,0
1106,13845.0,312.98,9,64,0
1107,13846.0,865.0600000000001,55,24,0
1108,13848.0,1255.0,5,91,0
1109,13849.0,1537.95,101,51,0
1110,13850.0,1595.48,93,128,0
1111,13851.0,2651.46,81,95,0
1112,13853.0,1090.14,23,56,0
1113,13854.0,8109.5199999999995,110,8,0
1114,13856.0,388.5,14,168,1
1115,13858.0,216.17,11,56,0
1116,13859.0,201.16,28,325,1
1117,13860.0,1245.9,76,0,0
1118,13862.0,2209.36,139,17,0
1119,13863.0,305.78,20,247,1
1120,13865.0,501.56,30,57,0
1121,13866.0,145.67000000000002,7,73,0
1122,13867.0,1015.29,61,30,0
1123,13868.0,3192.54,33,6,0
1124,13869.0,3104.95,307,122,0
1125,13870.0,2770.94,115,1,0
1126,13871.0,6403.25,336,22,0
1127,13873.0,389.6,23,119,0
1128,13874.0,540.45,18,357,1
1129,13875.0,1786.79,104,53,0
1130,13876.0,122.7,7,63,0
1131,13877.0,117.24,3,85,0
1132,13878.0,1281.53,36,54,0
1133,13880.0,3219.77,165,20,0
1134,13881.0,17159.52,178,3,0
1135,13882.0,1191.13,65,2,0
1136,13883.0,2674.48,142,10,0
1137,13884.0,787.6,59,6,0
1138,13885.0,506.8,28,188,1
1139,13886.0,243.56,16,70,0
1140,13887.0,349.55,19,203,1
1141,13888.0,605.63,40,119,0
1142,13889.0,416.90000000000003,15,92,0
1143,13890.0,1883.8100000000002,110,0,0
1144,13892.0,632.97,27,26,0
1145,13893.0,821.1,21,297,1
1146,13894.0,564.62,27,23,0
1147,13895.0,2593.07,118,27,0
1148,13897.0,311.16,17,49,0
1149,13898.0,155.93,12,325,1
1150,13899.0,388.52,19,15,0
1151,13900.0,740.95,43,182,1
1152,13901.0,2867.2,149,71,0
1153,13904.0,332.64,26,36,0
1154,13908.0,2369.55,122,79,0
1155,13911.0,2580.91,148,56,0
1156,13914.0,626.45,33,11,0
1157,13917.0,272.04,18,49,0
1158,13918.0,1212.8400000000001,30,49,0
1159,13919.0,384.81,28,58,0
1160,13922.0,172.25,7,351,1
1161,13923.0,351.13,20,53,0
1162,13924.0,1838.8500000000001,117,1,0
1163,13925.0,678.25,41,92,0
1164,13926.0,223.85000000000002,11,22,0
1165,13927.0,348.99,21,74,0
1166,13928.0,464.57,27,10,0
1167,13929.0,842.65,9,168,1
1168,13930.0,337.34,17,57,0
1169,13931.0,1237.53,58,95,0
1170,13932.0,307.4,16,294,1
1171,13933.0,608.7900000000001,23,108,0
1172,13934.0,922.1,31,263,1
1173,13936.0,376.58,26,179,1
1174,13937.0,158.85,9,168,1
1175,13938.0,71.66,7,34,0
1176,13939.0,568.55,45,22,0
1177,13940.0,839.14,49,16,0
1178,13941.0,5112.96,45,21,0
1179,13946.0,561.5699999999999,11,78,0
1180,13947.0,90.6,5,64,0
1181,13948.0,102.0,3,360,1
1182,13949.0,2427.32,160,2,0
1183,13950.0,745.06,35,10,0
1184,13951.0,674.45,39,175,1
1185,13952.0,3251.071,137,217,1
1186,13953.0,3515.68,20,6,0
1187,13954.0,439.92,25,1,0
1188,13955.0,322.96,33,153,1
1189,13956.0,1026.42,152,4,0
1190,13959.0,598.2,92,78,0
1191,13960.0,230.22,12,20,0
1192,13962.0,169.55,11,21,0
1193,13963.0,664.54,35,307,1
1194,13967.0,80.7,2,145,1
1195,13969.0,9053.94,626,6,0
1196,13971.0,2758.26,149,18,0
1197,13972.0,190.25,15,70,0
1198,13973.0,264.7,11,286,1
1199,13974.0,413.59000000000003,28,48,0
1200,13975.0,2526.28,338,30,0
1201,13976.0,357.98,10,206,1
1202,13978.0,196.79000000000002,15,14,0
1203,13979.0,869.87,54,72,0
1204,13980.0,200.14,11,59,0
1205,13982.0,1871.81,111,38,0
1206,13983.0,2603.43,107,29,0
1207,13984.0,920.51,16,26,0
1208,13985.0,7060.13,349,3,0
1209,13986.0,320.46,13,16,0
1210,13988.0,4147.96,234,19,0
1211,13989.0,1266.08,41,65,0
1212,13990.0,311.3,16,212,1
1213,13991.0,855.97,84,11,0
1214,13992.0,76.8,5,29,0
1215,13993.0,3466.36,121,42,0
1216,13994.0,2313.14,155,3,0
1217,13995.0,1393.69,86,14,0
1218,13999.0,3901.81,208,9,0
1219,14000.0,635.66,15,210,1
1220,14001.0,2043.0800000000002,39,45,0
1221,14002.0,529.73,47,133,0
1222,14004.0,4582.64,171,42,0
1223,14005.0,2874.72,84,9,0
1224,14006.0,962.19,30,115,0
1225,14009.0,695.61,42,197,1
1226,14012.0,328.8,11,277,1
1227,14013.0,473.02,34,109,0
1228,14014.0,505.18,39,76,0
1229,14015.0,917.34,20,52,0
1230,14016.0,4341.21,161,161,1
1231,14019.0,1421.61,66,46,0
1232,14020.0,642.8,39,16,0
1233,14021.0,631.9,22,154,1
1234,14022.0,440.0,28,224,1
1235,14023.0,584.07,31,6,0
1236,14024.0,327.7,16,121,0
1237,14027.0,104.82,6,60,0
1238,14029.0,467.66,15,62,0
1239,14030.0,2360.09,243,17,0
1240,14031.0,17286.86,250,6,0
1241,14032.0,2975.59,143,1,0
1242,14034.0,651.8199999999999,89,21,0
1243,14035.0,1428.02,66,28,0
1244,14036.0,626.65,38,284,1
1245,14037.0,147.20000000000002,28,175,1
1246,14038.0,1560.38,92,77,0
1247,14039.0,152.2,6,32,0
1248,14040.0,3614.92,235,40,0
1249,14041.0,141.41,21,265,1
1250,14044.0,652.82,209,26,0
1251,14045.0,1659.75,6,108,0
1252,14046.0,154.99,14,283,1
1253,14047.0,1308.6100000000001,32,8,0
1254,14048.0,409.93,85,304,1
1255,14049.0,5681.72,488,16,0
1256,14050.0,746.36,54,31,0
1257,14051.0,15610.390000000001,210,0,0
1258,14052.0,225.36,56,19,0
1259,14053.0,260.25,4,123,0
1260,14054.0,92.46,6,64,0
1261,14055.0,725.6400000000001,10,105,0
1262,14056.0,8214.65,1106,0,0
1263,14057.0,6217.96,284,23,0
1264,14059.0,183.6,8,266,1
1265,14060.0,6140.42,202,4,0
1266,14062.0,10464.85,111,9,0
1267,14064.0,1353.74,80,28,0
1268,14066.0,152.55,7,266,1
1269,14067.0,374.7,52,63,0
1270,14068.0,265.85,24,319,1
1271,14071.0,1438.82,324,3,0
1272,14073.0,151.04,13,31,0
1273,14075.0,942.26,43,4,0
1274,14076.0,122.47,46,128,0
1275,14077.0,499.41999999999996,42,40,0
1276,14078.0,1049.37,65,101,0
1277,14079.0,375.1,12,124,0
1278,14080.0,45.599999999999994,4,32,0
1279,14081.0,934.52,153,301,1
1280,14082.0,182.25,29,364,1
1281,14083.0,1018.43,181,3,0
1282,14085.0,4448.54,450,1,0
1283,14087.0,194.42,69,2,0
1284,14088.0,50491.81,589,9,0
1285,14089.0,161.0,14,56,0
1286,14090.0,76.32000000000001,1,324,1
1287,14092.0,4076.91,214,7,0
1288,14093.0,442.85,105,11,0
1289,14096.0,65164.79,5111,3,2
1290,14098.0,147.35,21,36,0
1291,14099.0,3104.17,250,15,0
1292,14100.0,194.9,26,137,0
1293,14101.0,5976.79,35,73,0
1294,14102.0,1360.28,79,4,0
1295,14104.0,216.20999999999998,21,154,1
1296,14105.0,1266.23,74,238,1
1297,14107.0,2703.23,123,51,0
1298,14108.0,597.91,34,30,0
1299,14109.0,144.2,9,72,0
1300,14110.0,5683.15,155,3,0
1301,14111.0,692.85,10,13,0
1302,14112.0,2915.15,160,22,0
1303,14113.0,1840.42,34,3,0
1304,14114.0,386.53,15,273,1
1305,14116.0,1382.74,72,19,0
1306,14117.0,90.0,3,143,1
1307,14121.0,2780.15,159,3,0
1308,14124.0,419.58000000000004,5,83,0
1309,14125.0,2740.43,167,10,0
1310,14126.0,706.1300000000001,15,7,0
1311,14127.0,709.71,44,122,0
1312,14128.0,637.5,46,60,0
1313,14129.0,1123.8600000000001,52,1,0
1314,14130.0,483.86,67,318,1
1315,14132.0,3586.0299999999997,200,1,0
1316,14133.0,605.64,28,129,0
1317,14135.0,4690.31,134,1,0
1318,14138.0,982.3800000000001,47,1,0
1319,14139.0,415.82,26,45,0
1320,14140.0,935.05,66,3,0
1321,14141.0,915.13,40,2,0
1322,14142.0,311.81,22,372,1
1323,14143.0,115.8,7,133,0
1324,14145.0,3742.2,11,46,0
1325,14146.0,4191.0,210,8,0
1326,14147.0,483.4,5,77,0
1327,14148.0,157.2,3,233,1
1328,14149.0,446.62,28,220,1
1329,14150.0,658.64,26,35,0
1330,14152.0,621.29,49,74,0
1331,14154.0,1345.62,52,238,1
1332,14155.0,118.75,6,265,1
1333,14156.0,117379.63,1400,9,2
1334,14157.0,432.88,48,19,0
1335,14158.0,507.66,41,39,0
1336,14159.0,4693.01,1204,19,0
1337,14161.0,1110.52,108,215,1
1338,14162.0,289.36,25,173,1
1339,14163.0,2445.91,52,86,0
1340,14164.0,1631.77,29,70,0
1341,14165.0,122.53999999999999,25,275,1
1342,14167.0,574.84,52,38,0
1343,14171.0,363.79,58,97,0
1344,14173.0,450.84,29,10,0
1345,14174.0,134.46,26,32,0
1346,14175.0,3222.3,149,59,0
1347,14176.0,576.9000000000001,31,296,1
1348,14177.0,559.41,42,85,0
1349,14178.0,1620.93,327,8,0
1350,14179.0,719.78,165,40,0
1351,14180.0,4748.52,240,10,0
1352,14184.0,452.89,24,66,0
1353,14185.0,197.65,3,330,1
1354,14188.0,2054.36,65,30,0
1355,14189.0,4654.08,265,1,0
1356,14191.0,4684.76,259,1,0
1357,14193.0,853.39,42,67,0
1358,14194.0,11349.52,579,4,0
1359,14195.0,1012.0,7,201,1
1360,14196.0,335.52,6,106,0
1361,14198.0,701.4,39,17,0
1362,14199.0,185.39999999999998,2,217,1
1363,14201.0,747.44,37,59,0
1364,14204.0,161.03,44,1,0
1365,14205.0,466.7,24,16,0
1366,14206.0,328.15999999999997,20,238,1
1367,14208.0,151.74,10,94,0
1368,14209.0,2073.43,87,10,0
1369,14210.0,1905.8400000000001,102,105,0
1370,14211.0,2241.1,112,52,0
1371,14212.0,1070.48,9,89,0
1372,14214.0,1004.38,67,30,0
1373,14215.0,1789.72,108,11,0
1374,14216.0,1839.3,59,2,0
1375,14217.0,2004.98,100,1,0
1376,14218.0,169.48000000000002,12,42,0
1377,14219.0,89.94,7,3,0
1378,14220.0,632.4,21,246,1
1379,14221.0,3432.8,193,41,0
1380,14222.0,683.17,41,176,1
1381,14223.0,991.13,60,91,0
1382,14224.0,1050.12,118,109,0
1383,14226.0,2232.19,67,28,0
1384,14227.0,3350.96,175,25,0
1385,14229.0,1547.2,40,51,0
1386,14231.0,925.71,50,183,1
1387,14232.0,2048.07,115,42,0
1388,14233.0,1462.72,35,48,0
1389,14234.0,775.46,159,21,0
1390,14235.0,3144.86,79,74,0
1391,14236.0,490.86,15,80,0
1392,14237.0,161.0,9,372,1
1393,14238.0,146.85,8,325,1
1394,14239.0,2380.85,112,42,0
1395,14240.0,890.34,42,29,0
1396,14241.0,213.70000000000002,10,183,1
1397,14242.0,280.55,16,234,1
1398,14243.0,2588.77,141,8,0
1399,14245.0,1693.45,108,219,1
1400,14246.0,1474.06,75,110,0
1401,14247.0,136.76999999999998,20,277,1
1402,14248.0,302.58,8,317,1
1403,14250.0,1904.05,111,6,0
1404,14251.0,2879.7000000000003,78,1,0
1405,14256.0,969.0600000000001,53,259,1
1406,14257.0,3099.7200000000003,106,63,0
1407,14258.0,12669.98,111,8,0
1408,14259.0,120.0,5,141,1
1409,14261.0,1163.45,52,50,0
1410,14262.0,2618.23,143,7,0
1411,14264.0,333.97,17,154,1
1412,14265.0,530.18,31,108,0
1413,14267.0,1516.24,55,162,1
1414,14270.0,492.65000000000003,29,331,1
1415,14271.0,112.32,10,225,1
1416,14272.0,437.96,33,73,0
1417,14273.0,559.97,29,50,0
1418,14276.0,1119.74,64,98,0
1419,14277.0,4216.2,225,14,0
1420,14280.0,134.04,8,196,1
1421,14282.0,3729.34,156,2,0
1422,14284.0,595.25,32,30,0
1423,14285.0,1910.01,27,20,0
1424,14286.0,4628.75,280,23,0
1425,14287.0,176.63,9,7,0
1426,14288.0,426.6,16,212,1
1427,14289.0,911.26,47,8,0
1428,14290.0,2314.65,101,10,0
1429,14291.0,3883.25,237,1,0
1430,14292.0,4871.93,100,7,0
1431,14293.0,1046.56,61,2,0
1432,14295.0,166.20000000000002,5,39,0
1433,14297.0,1305.33,62,17,0
1434,14298.0,51527.3,1637,7,0
1435,14299.0,3965.62,143,7,0
1436,14300.0,43.2,3,18,0
1437,14301.0,640.14,13,116,0
1438,14304.0,383.45,17,222,1
1439,14305.0,1858.96,105,70,0
1440,14306.0,2093.32,33,50,0
1441,14307.0,2995.72,180,88,0
1442,14309.0,2352.53,117,7,0
1443,14311.0,310.26,20,242,1
1444,14312.0,1611.59,87,46,0
1445,14314.0,120.0,8,106,0
1446,14315.0,2481.13,101,44,0
1447,14317.0,508.58000000000004,24,64,0
1448,14320.0,477.79,31,206,1
1449,14321.0,1530.75,123,10,0
1450,14323.0,605.0600000000001,36,114,0
1451,14326.0,183.85,8,241,1
1452,14327.0,311.65,12,162,1
1453,14329.0,5014.84,259,16,0
1454,14331.0,462.65999999999997,28,123,0
1455,14332.0,866.31,26,22,0
1456,14333.0,415.2,15,67,0
1457,14334.0,2552.21,162,16,0
1458,14335.0,468.26,63,15,0
1459,14336.0,1614.91,90,16,0
1460,14338.0,588.22,31,160,1
1461,14339.0,309.52,14,242,1
1462,14340.0,134.7,6,218,1
1463,14341.0,2182.28,129,44,0
1464,14342.0,668.5600000000001,21,20,0
1465,14344.0,889.9300000000001,71,126,0
1466,14345.0,108.97999999999999,6,38,0
1467,14346.0,1021.58,60,120,0
1468,14348.0,409.57,18,259,1
1469,14349.0,133.5,31,9,0
1470,14350.0,282.93,18,273,1
1471,14351.0,51.0,1,164,1
1472,14352.0,1078.96,47,156,1
1473,14353.0,90.6,6,214,1
1474,14354.0,163.62,9,5,0
1475,14355.0,174.4,11,365,1
1476,14356.0,701.23,33,79,0
1477,14357.0,225.77,41,42,0
1478,14359.0,912.18,55,18,0
1479,14360.0,2128.23,118,31,0
1480,14362.0,161.2,41,21,0
1481,14364.0,3717.35,69,108,0
1482,14367.0,9261.52,524,7,0
1483,14368.0,155.0,8,319,1
1484,14371.0,100.5,4,294,1
1485,14373.0,76.55,4,357,1
1486,14375.0,257.68,75,184,1
1487,14377.0,617.05,11,190,1
1488,14379.0,348.1,46,43,0
1489,14381.0,202.68,56,51,0
1490,14382.0,626.0699999999999,131,25,0
1491,14383.0,1247.69,59,37,0
1492,14385.0,202.11,14,8,0
1493,14386.0,142.4,7,296,1
1494,14387.0,1770.56,140,32,0
1495,14388.0,3212.84,186,9,0
1496,14389.0,1043.46,45,64,0
1497,14390.0,4652.82,286,9,0
1498,14393.0,67.95,5,217,1
1499,14395.0,3507.71,350,1,0
1500,14396.0,487.99,73,64,0
1501,14397.0,2612.96,87,2,0
1502,14400.0,574.7,25,148,1
1503,14401.0,4051.48,182,3,0
1504,14403.0,1475.81,20,129,0
1505,14404.0,1474.32,103,33,0
1506,14406.0,156.75,8,118,0
1507,14407.0,2157.73,73,106,0
1508,14408.0,2606.53,107,10,0
1509,14409.0,2059.4500000000003,54,70,0
1510,14410.0,1105.07,193,91,0
1511,14411.0,1063.0,14,310,1
1512,14412.0,770.03,43,42,0
1513,14413.0,122.7,23,361,1
1514,14414.0,1496.98,97,91,0
1515,14415.0,5900.28,590,0,0
1516,14416.0,490.22,14,21,0
1517,14418.0,1937.25,124,3,0
1518,14419.0,1058.06,206,10,0
1519,14420.0,387.52,29,98,0
1520,14421.0,813.11,27,56,0
1521,14422.0,4263.64,222,0,0
1522,14423.0,265.2,3,217,1
1523,14424.0,322.08,1,17,0
1524,14426.0,4481.67,224,23,0
1525,14427.0,363.34000000000003,17,49,0
1526,14428.0,1244.83,144,6,0
1527,14431.0,470.36,17,302,1
1528,14432.0,2255.51,382,9,0
